"location","clock","model","targets","mean_wis","mean_absolute_error","median_absolute_error","median_signed_error","coverage90"
"North Carolina","compressed","cumulative_nb",25,17.7034545454545,20.66,1,-1,0.6
"North Carolina","compressed","cumulative_poisson",25,17.7556484848485,20.86,1,-1,0.6
"North Carolina","compressed","empirical_multiplier",25,22,22,1,-1,0.44
"North Carolina","compressed","hurdle_ztnb",25,20.0588181818182,22,2,-1,0.68
"North Carolina","compressed","hurdle_ztpoisson",25,19.1368545454545,21.56,2,-2,0.64
"North Dakota","calendar","cumulative_nb",25,0.724109090909091,0.82,0,0,0.96
"North Dakota","calendar","cumulative_poisson",25,0.714963636363636,0.76,0,0,0.96
"North Dakota","calendar","empirical_multiplier",25,0.76,0.76,0,0,0.8
"North Dakota","calendar","hurdle_ztnb",25,0.600436363636364,0.76,0,0,0.96
"North Dakota","calendar","hurdle_ztpoisson",25,0.707139393939394,0.72,0,0,0.96
"North Dakota","compressed","cumulative_nb",25,0.601745454545454,0.56,0,0,0.96
"North Dakota","compressed","cumulative_poisson",25,0.630781818181818,0.64,0,0,0.96
"North Dakota","compressed","empirical_multiplier",25,0.76,0.76,0,0,0.8
"North Dakota","compressed","hurdle_ztnb",25,0.60289696969697,0.76,0,0,0.96
"North Dakota","compressed","hurdle_ztpoisson",25,0.560806060606061,0.52,0,0,0.96
"Ohio","calendar","cumulative_nb",25,21.7072060606061,29.62,8,-3,0.8
"Ohio","calendar","cumulative_poisson",25,28.2841272727273,31.9,4,-1,0.6
"Ohio","calendar","empirical_multiplier",25,33.36,33.36,5,0,0.2
"Ohio","calendar","hurdle_ztnb",25,26.7008484848485,33.3,6,1,0.72
"Ohio","calendar","hurdle_ztpoisson",25,22.7263151515152,31.86,6,-0.5,0.72
"Ohio","compressed","cumulative_nb",25,31.4761454545455,36.34,5,-1,0.6
"Ohio","compressed","cumulative_poisson",25,27.5394121212121,29.92,5,0,0.32
"Ohio","compressed","empirical_multiplier",25,35.36,35.36,6,-2,0.2
"Ohio","compressed","hurdle_ztnb",25,31.3715393939394,34.4,5,0,0.76
"Ohio","compressed","hurdle_ztpoisson",25,20.6972,29.56,4,-3,0.72
"Oklahoma","calendar","cumulative_nb",25,13.7129151515152,15.82,2,-2,0.68
"Oklahoma","calendar","cumulative_poisson",25,15.5847636363636,17.32,4,-4,0.52
"Oklahoma","calendar","empirical_multiplier",25,20.12,20.12,1,0,0.4
"Oklahoma","calendar","hurdle_ztnb",25,18.0847212121212,19.76,1,0,0.84
"Oklahoma","calendar","hurdle_ztpoisson",25,17.0431212121212,20.24,2,0,0.64
"Oklahoma","compressed","cumulative_nb",25,17.0651090909091,20.38,4,-4,0.52
"Oklahoma","compressed","cumulative_poisson",25,18.1863757575758,20.74,4,-4,0.52
"Oklahoma","compressed","empirical_multiplier",25,20.12,20.12,1,0,0.4
"Oklahoma","compressed","hurdle_ztnb",25,18.2858606060606,19.72,1,0,0.88
"Oklahoma","compressed","hurdle_ztpoisson",25,17.0626848484848,19.78,1,-1,0.68
"Oregon","calendar","cumulative_nb",25,6.76172121212121,8.78,3,0,0.72
"Oregon","calendar","cumulative_poisson",25,7.73055757575758,8.9,2,-1,0.52
"Oregon","calendar","empirical_multiplier",25,10.4,10.4,2,-2,0.12
"Oregon","calendar","hurdle_ztnb",25,7.61202424242424,9.88,2,-2,0.84
"Oregon","calendar","hurdle_ztpoisson",25,7.66706666666667,9.68,3,-2,0.68
"Oregon","compressed","cumulative_nb",25,8.1271696969697,9.32,3,-3,0.36
"Oregon","compressed","cumulative_poisson",25,8.2362,9.46,4,-4,0.4
"Oregon","compressed","empirical_multiplier",25,10.52,10.52,3,-3,0.12
"Oregon","compressed","hurdle_ztnb",25,8.3980303030303,9.96,2,-2,0.6
"Oregon","compressed","hurdle_ztpoisson",25,7.52032121212121,9.76,2,-2,0.44
"Pennsylvania","calendar","cumulative_nb",25,238.980866666667,329.02,138.5,138.5,0.28
"Pennsylvania","calendar","cumulative_poisson",25,64.2214727272727,69.78,24,-23,0.24
"Pennsylvania","calendar","empirical_multiplier",25,88.92,88.92,70,-70,0
"Pennsylvania","calendar","hurdle_ztnb",25,62.5615090909091,87.1,68,-68,0.8
"Pennsylvania","calendar","hurdle_ztpoisson",25,86.6454242424243,88.92,70,-70,0.08
"Pennsylvania","compressed","cumulative_nb",25,105.656896969697,114.72,82,-82,0.16
"Pennsylvania","compressed","cumulative_poisson",25,120.822151515152,129.14,84,-84,0.16
"Pennsylvania","compressed","empirical_multiplier",25,106.24,106.24,73,-73,0.04
"Pennsylvania","compressed","hurdle_ztnb",25,100.068957575758,106.4,73,-73,0.36
"Pennsylvania","compressed","hurdle_ztpoisson",25,108.958472727273,117.7,82.5,-82.5,0.2
"Puerto Rico","calendar","cumulative_nb",25,105.020278787879,111.86,58,4,0.2
"Puerto Rico","calendar","cumulative_poisson",25,107.288296969697,111.78,45.5,-2,0.16
"Puerto Rico","calendar","empirical_multiplier",25,103.4,103.4,26,-26,0.08
"Puerto Rico","calendar","hurdle_ztnb",25,93.1469454545455,100.84,24,-22,0.68
"Puerto Rico","calendar","hurdle_ztpoisson",25,106.224606060606,120.14,66.5,-66.5,0.48
"Puerto Rico","compressed","cumulative_nb",25,96.3312060606061,98.96,23,-23,0.4
"Puerto Rico","compressed","cumulative_poisson",25,101.027981818182,103.8,24,-9,0.12
"Puerto Rico","compressed","empirical_multiplier",25,99.48,99.48,26,-26,0.12
"Puerto Rico","compressed","hurdle_ztnb",25,94.5637151515152,97.96,20,-20,0.72
"Puerto Rico","compressed","hurdle_ztpoisson",25,115.262981818182,134.02,95,-95,0.4
"Rhode Island","calendar","cumulative_nb",25,3.53558181818182,4.36,0,0,0.76
"Rhode Island","calendar","cumulative_poisson",25,3.79569696969697,4.8,0,0,0.76
"Rhode Island","calendar","empirical_multiplier",25,4.04,4.04,0,0,0.64
"Rhode Island","calendar","hurdle_ztnb",25,3.63192727272727,4.04,0,0,0.72
"Rhode Island","calendar","hurdle_ztpoisson",25,3.22961212121212,3.72,0,0,0.76
"Rhode Island","compressed","cumulative_nb",25,3.73450303030303,4.2,0,0,0.72
"Rhode Island","compressed","cumulative_poisson",25,3.64153333333333,4.32,0,0,0.72
"Rhode Island","compressed","empirical_multiplier",25,4.04,4.04,0,0,0.64
"Rhode Island","compressed","hurdle_ztnb",25,3.95492727272727,4.04,0,0,0.72
"Rhode Island","compressed","hurdle_ztpoisson",25,3.83,4.48,0,0,0.76
"South Carolina","calendar","cumulative_nb",25,44.0240484848485,55.22,15.5,15.5,0.32
"South Carolina","calendar","cumulative_poisson",25,9.13838787878788,10.64,1,0,0.72
"South Carolina","calendar","empirical_multiplier",25,7.92,7.92,3,-3,0.4
"South Carolina","calendar","hurdle_ztnb",25,6.31213333333334,7.72,3,-2,0.92
"South Carolina","calendar","hurdle_ztpoisson",25,6.8257393939394,7.92,3,-3,0.56
"South Carolina","compressed","cumulative_nb",25,6.58893939393939,7.26,3,-2,0.52
"South Carolina","compressed","cumulative_poisson",25,6.72504242424242,7.36,3,-2,0.56
"South Carolina","compressed","empirical_multiplier",25,6.4,6.4,3,-3,0.4
"South Carolina","compressed","hurdle_ztnb",25,5.11786666666667,6.16,3,-3,0.92
"South Carolina","compressed","hurdle_ztpoisson",25,5.35810909090909,7.1,2,-2,0.84
"South Dakota","calendar","cumulative_nb",25,1.22953333333333,1.48,0,0,0.92
"South Dakota","calendar","cumulative_poisson",25,1.22989090909091,1.48,0,0,0.92
"South Dakota","calendar","empirical_multiplier",25,1.8,1.8,0,0,0.6
"South Dakota","calendar","hurdle_ztnb",25,1.57520606060606,1.8,0,0,0.8
"South Dakota","calendar","hurdle_ztpoisson",25,1.02598787878788,1.36,0,0,0.88
"South Dakota","compressed","cumulative_nb",25,1.43315757575758,1.94,0,0,0.88
"South Dakota","compressed","cumulative_poisson",25,1.4378303030303,2,0,0,0.84
"South Dakota","compressed","empirical_multiplier",25,1.84,1.84,0,0,0.6
"South Dakota","compressed","hurdle_ztnb",25,1.80193939393939,1.8,0,0,0.76
"South Dakota","compressed","hurdle_ztpoisson",25,1.47173939393939,1.76,0,0,0.76
"Tennessee","calendar","cumulative_nb",25,23.0010787878788,28.1,7,7,0.4
"Tennessee","calendar","cumulative_poisson",25,9.93190909090909,11.6,2,0,0.8
"Tennessee","calendar","empirical_multiplier",25,6.72,6.72,0,0,0.52
"Tennessee","calendar","hurdle_ztnb",25,5.5126,7,2,0,0.92
"Tennessee","calendar","hurdle_ztpoisson",25,4.93982424242424,6.34,0,0,0.84
"Tennessee","compressed","cumulative_nb",25,6.47368484848485,7.56,1,0,0.68
"Tennessee","compressed","cumulative_poisson",25,6.70392727272727,7.66,1,0,0.68
"Tennessee","compressed","empirical_multiplier",25,6.64,6.64,0,0,0.56
"Tennessee","compressed","hurdle_ztnb",25,6.14626060606061,6.8,1,0,0.84
"Tennessee","compressed","hurdle_ztpoisson",25,5.19785454545454,6.6,0,0,0.84
"Texas","calendar","cumulative_nb",25,25.0950545454545,39.98,12,12,0.84
"Texas","calendar","cumulative_poisson",25,45.8450363636364,52.52,16,-13,0.24
"Texas","calendar","empirical_multiplier",25,34.6,34.6,9,-9,0.08
"Texas","calendar","hurdle_ztnb",25,24.2834666666667,31.02,5.5,-5.5,0.92
"Texas","calendar","hurdle_ztpoisson",25,30.9124424242424,34.14,9,-9,0.32
"Texas","compressed","cumulative_nb",25,14.2795515151515,20.62,10,1,0.72
"Texas","compressed","cumulative_poisson",25,33.8103757575757,39.26,26,15,0.32
"Texas","compressed","empirical_multiplier",25,34.68,34.68,9,-9,0.08
"Texas","compressed","hurdle_ztnb",25,29.4221515151515,35.3,20.5,1,1
"Texas","compressed","hurdle_ztpoisson",25,50.231496969697,70.12,22,-22,0.36
"US","calendar","cumulative_nb",25,1902.26646666667,2910.24,1596.5,1596.5,0.36
"US","calendar","cumulative_poisson",25,737.44643030303,767.6,251,-176,0.04
"US","calendar","empirical_multiplier",25,978.72,978.72,456,-456,0
"US","calendar","hurdle_ztnb",25,732.828836363637,929.72,403.5,-403.5,0.72
"US","calendar","hurdle_ztpoisson",25,978.873351515151,987.94,463,-463,0
"US","compressed","cumulative_nb",25,774.785018181818,806.8,350,-350,0
"US","compressed","cumulative_poisson",25,671.853260606061,694.92,185,-185,0
"US","compressed","empirical_multiplier",25,981.36,981.36,456,-456,0
"US","compressed","hurdle_ztnb",25,736.702575757576,925.04,332.5,-332.5,0.72
"US","compressed","hurdle_ztpoisson",25,986.587,1162.48,521.5,-521.5,0
"Utah","calendar","cumulative_nb",25,3.81225454545455,4.84,1,0,0.84
"Utah","calendar","cumulative_poisson",25,5.60531515151515,7.1,1.5,0,0.8
"Utah","calendar","empirical_multiplier",25,3.56,3.56,0,0,0.72
"Utah","calendar","hurdle_ztnb",25,3.54390909090909,3.56,0,0,0.88
"Utah","calendar","hurdle_ztpoisson",25,2.55805454545455,3.3,0,0,0.92
"Utah","compressed","cumulative_nb",25,2.64674545454545,3.16,0,0,0.92
"Utah","compressed","cumulative_poisson",25,2.58175757575758,3.32,0,0,0.88
"Utah","compressed","empirical_multiplier",25,2.8,2.8,0,0,0.76
"Utah","compressed","hurdle_ztnb",25,2.70088484848485,2.8,0,0,0.88
"Utah","compressed","hurdle_ztpoisson",25,2.20751515151515,2.6,0,0,0.88
"Vermont","calendar","cumulative_nb",25,0.963793939393939,1.28,0,0,0.88
"Vermont","calendar","cumulative_poisson",25,0.946133333333333,1.28,0,0,0.96
"Vermont","calendar","empirical_multiplier",25,1.4,1.4,0,0,0.72
"Vermont","calendar","hurdle_ztnb",25,1.31754545454545,1.4,0,0,0.84
"Vermont","calendar","hurdle_ztpoisson",25,0.720587878787879,1.12,0,0,0.96
"Vermont","compressed","cumulative_nb",25,1.06894545454545,1.4,0,0,0.92
"Vermont","compressed","cumulative_poisson",25,1.11482424242424,1.42,0,0,0.92
"Vermont","compressed","empirical_multiplier",25,1.32,1.32,0,0,0.76
"Vermont","compressed","hurdle_ztnb",25,1.30472727272727,1.36,0,0,0.8
"Vermont","compressed","hurdle_ztpoisson",25,0.97079393939394,1.24,0,0,0.88
"Virginia","calendar","cumulative_nb",25,66.271,84.24,41,41,0.2
"Virginia","calendar","cumulative_poisson",25,15.6376787878788,17.78,6,-2,0.36
"Virginia","calendar","empirical_multiplier",25,22.44,22.44,8,-8,0.24
"Virginia","calendar","hurdle_ztnb",25,17.5874121212121,21.66,7.5,-5,0.88
"Virginia","calendar","hurdle_ztpoisson",25,19.2581757575758,22.1,8,-8,0.6
"Virginia","compressed","cumulative_nb",25,19.8220545454545,22.3,8,-8,0.48
"Virginia","compressed","cumulative_poisson",25,19.6629939393939,21.88,8,-8,0.48
"Virginia","compressed","empirical_multiplier",25,21.84,21.84,8,-8,0.28
"Virginia","compressed","hurdle_ztnb",25,20.7052303030303,21.6,8,-8,0.72
"Virginia","compressed","hurdle_ztpoisson",25,20.4455090909091,23.08,8,-8,0.4
"Washington","calendar","cumulative_nb",25,14.016103030303,19.96,8,8,0.64
"Washington","calendar","cumulative_poisson",25,5.59269696969697,7,3,-2,0.64
"Washington","calendar","empirical_multiplier",25,7,7,2,0,0.36
"Washington","calendar","hurdle_ztnb",25,5.70470303030303,6.9,2,0,1
"Washington","calendar","hurdle_ztpoisson",25,5.98684848484849,7,2,0,0.72
"Washington","compressed","cumulative_nb",25,18.5683272727273,22.92,9,-9,0.36
"Washington","compressed","cumulative_poisson",25,14.9064606060606,18.22,7,-7,0.4
"Washington","compressed","empirical_multiplier",25,7.04,7.04,2,0,0.36
"Washington","compressed","hurdle_ztnb",25,7.16727272727273,7.64,2,-1,0.8
"Washington","compressed","hurdle_ztpoisson",25,14.9896242424242,20.6,2,-1,0.8
"West Virginia","calendar","cumulative_nb",25,3.04101212121212,3.68,0,0,0.88
"West Virginia","calendar","cumulative_poisson",25,3.39878181818182,4.3,1,0,0.84
"West Virginia","calendar","empirical_multiplier",25,0.92,0.92,0,0,0.84
"West Virginia","calendar","hurdle_ztnb",25,0.938042424242424,0.92,0,0,0.92
"West Virginia","calendar","hurdle_ztpoisson",25,0.784163636363637,0.92,0,0,0.92
"West Virginia","compressed","cumulative_nb",25,1.63929696969697,1.84,0,0,0.92
"West Virginia","compressed","cumulative_poisson",25,1.58189696969697,1.8,0,0,0.92
"West Virginia","compressed","empirical_multiplier",25,0.92,0.92,0,0,0.84
"West Virginia","compressed","hurdle_ztnb",25,0.892878787878788,0.92,0,0,0.88
"West Virginia","compressed","hurdle_ztpoisson",25,0.883884848484848,0.84,0,0,0.88
"Wisconsin","calendar","cumulative_nb",25,6.88901818181818,8.44,1,0,0.88
"Wisconsin","calendar","cumulative_poisson",25,9.50591515151515,11.08,1,0,0.76
"Wisconsin","calendar","empirical_multiplier",25,10.4,10.4,0,0,0.52
"Wisconsin","calendar","hurdle_ztnb",25,9.09595151515152,10.18,1,0,0.84
"Wisconsin","calendar","hurdle_ztpoisson",25,8.56369696969697,10.26,1,0,0.68
"Wisconsin","compressed","cumulative_nb",25,8.77433333333333,9.92,1,0,0.8
"Wisconsin","compressed","cumulative_poisson",25,8.73793333333333,9.82,0,0,0.8
"Wisconsin","compressed","empirical_multiplier",25,10.4,10.4,0,0,0.52
"Wisconsin","compressed","hurdle_ztnb",25,9.97739393939394,10.14,0,0,0.76
"Wisconsin","compressed","hurdle_ztpoisson",25,11.2978727272727,13.76,4,-4,0.6
"Wyoming","calendar","cumulative_nb",25,2.46491515151515,3.1,2,0,0.76
"Wyoming","calendar","cumulative_poisson",25,2.48,3.14,2,0,0.72
"Wyoming","calendar","empirical_multiplier",25,2.52,2.52,1,0,0.44
"Wyoming","calendar","hurdle_ztnb",25,2.16974545454545,2.52,1,0,0.72
"Wyoming","calendar","hurdle_ztpoisson",25,2.25427878787879,2.56,1,0,0.68
"Wyoming","compressed","cumulative_nb",25,2.23629090909091,2.46,0,0,0.72
"Wyoming","compressed","cumulative_poisson",25,2.31648484848485,2.46,0,0,0.64
"Wyoming","compressed","empirical_multiplier",25,2.44,2.44,1,0,0.48
"Wyoming","compressed","hurdle_ztnb",25,2.32027878787879,2.44,1,0,0.68
"Wyoming","compressed","hurdle_ztpoisson",25,2.32641818181818,2.44,1,0,0.6
